fname		mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	bass_name
n03op18-3_04	192	111	111	0	0	6/8	1	1	#viio7/vi	D	I		#viio7/vi		#vii	o	7		vi		o7	False	False	(8, 5, 2, -1)	()	8	8	A#
n03op18-3_04	193	113	113	0	0	6/8	1	1	ii64	D	I		ii64		ii		64				m	False	False	(3, 2, -1)	()	2	3	B
n03op18-3_04	194	114	114	0	0	6/8	1	1	.bVII7	D	I		bVII7		bVII		7				Mm7	False	False	(-2, 2, -1, -4)	()	-2	-2	C
n03op18-3_04	195	115	115	0	0	6/8	1	1	V65	D	I		V65		V		65				Mm7	False	False	(5, 2, -1, 1)	()	1	5	C#
n03op18-3_04	507	335	335	3/8	3/8	6/8	1	1	V+6	D	I	V	V+6		V	+	6				+	False	False	(5, 9, 1)	()	1	5	C#
n03op18-3_04	508	336	336	0	0	6/8	1	1	I	D	I	V	I		I						M	False	False	(0, 4, 1)	()	0	0	D
n03op18-3_04	509	336	336	3/8	3/8	6/8	1	1	#io	D	I	V	#io		#i	o					o	False	False	(7, 4, 1)	()	7	7	D#
n03op18-3_04	510	337	337	0	0	6/8	1	1	ii	D	I	V	ii		ii						m	False	False	(2, -1, 3)	()	2	2	E
n03op18-3_04	511	337	337	3/8	3/8	6/8	1	1	#iio7	D	I	V	#iio7		#ii	o	7				o7	False	False	(9, 6, 3, 0)	()	9	9	E#
n03op18-3_04	512	338	338	0	0	6/8	1	1	iii	D	I	V	iii		iii						m	False	False	(4, 1, 5)	()	4	4	F#
n03op18-3_04	513	338	338	3/8	3/8	6/8	1	1	III	D	I	V	III		III						M	False	False	(4, 8, 5)	()	4	4	F#
n03op18-3_04	514	339	339	0	0	6/8	1	1	IV	D	I	V	IV		IV						M	False	False	(-1, 3, 0)	()	-1	-1	G
n04op18-4_01	494	202	200	1/2	1/2	4/4	1	1	V	c	i		V		V						M	True	True	(1, 5, 2)	()	1	1	G
n04op18-4_01	495	203	201	0	0	4/4	1	1	VI	c	i		VI		VI						M	True	True	(-4, 0, -3)	()	-4	-4	Ab
n04op18-4_01	496	203	201	1/2	1/2	4/4	1	1	V7/bII	c	i		V7/bII		V		7		bII		Mm7	True	True	(-4, 0, -3, -6)	()	-4	-4	Ab
n04op18-4_01	497	204	202	0	0	4/4	1	1	.bII64	c	i		bII64		bII		64				M	True	True	(-4, -5, -1)	()	-5	-4	Ab
n04op18-4_01	498	204	202	3/4	3/4	4/4	1	1	#viio7/VII	c	i		#viio7/VII		#vii	o	7		VII		o7	True	True	(3, 0, -3, -6)	()	3	3	A
n04op18-4_01	499	205	203	0	0	4/4	1	1	VII(b64)	c	i		VII(b64)		VII			b64			M	True	True	(-2, -3, -6)	()	-2	-2	Bb
n04op18-4_01	500	205	203	1/4	1/4	4/4	1	1	VII(4)	c	i		VII(4)		VII			4			M	True	True	(-2, -3, -1)	()	-2	-2	Bb
n04op18-4_01	501	205	203	1/2	1/2	4/4	1	1	VII	c	i		VII		VII						M	True	True	(-2, 2, -1)	()	-2	-2	Bb
n04op18-4_01	502	205	203	3/4	3/4	4/4	1	1	VII7	c	i		VII7		VII		7				Mm7	True	True	(-2, 2, -1, -4)	()	-2	-2	Bb
n04op18-4_01	503	206	204	0	0	4/4	1	1	vi6	c	i		vi6		vi		6				m	True	True	(-7, -3, -4)	()	-4	-7	Cb
n04op18-4_01	504	206	204	1/4	1/4	4/4	1	1	V65/bII	c	i		V65/bII		V		65		bII		Mm7	True	True	(0, -3, -6, -4)	()	-4	0	C
n04op18-4_01	505	206	204	1/2	1/2	4/4	1	1	.bII	c	i		bII		bII						M	True	True	(-5, -1, -4)	()	-5	-5	Db
n04op18-4_01	506	206	204	3/4	3/4	4/4	1	1	#viio6	c	i		#viio6		#vii	o	6				o	True	True	(2, -1, 5)	()	5	2	D
n04op18-4_01	507	207	205	0	0	4/4	1	1	i6	c	i		i6		i		6				m	True	True	(-3, 1, 0)	()	0	-3	Eb
n04op18-4_01	508	207	205	1/4	1/4	4/4	1	1	V65/iv	c	i		V65/iv		V		65		iv		Mm7	True	True	(4, 1, -2, 0)	()	0	4	E
n04op18-4_01	509	207	205	1/2	1/2	4/4	1	1	iv(4)	c	i		iv(4)		iv			4			m	True	True	(-1, -2, 0)	()	-1	-1	F
n04op18-4_01	510	207	205	5/8	5/8	4/4	1	1	iv	c	i		iv		iv						m	True	True	(-1, -4, 0)	()	-1	-1	F
n04op18-4_01	511	207	205	3/4	3/4	4/4	1	1	V6/V	c	i		V6/V		V		6		V		M	True	True	(6, 3, 2)	()	2	6	F#
n04op18-4_01	512	208	206	0	0	4/4	1	1	V	c	i		V		V						M	True	True	(1, 5, 2)	()	1	1	G
n04op18-4_01	513	208	206	1/2	1/2	4/4	1	1	VI	c	i		VI		VI						M	True	True	(-4, 0, -3)	()	-4	-4	Ab
n04op18-4_02	155	106	106	0	0	3/8	1	1	I	C	bIII		I		I						M	False	False	(0, 4, 1)	()	0	0	Eb
n04op18-4_02	156	107	107	0	0	3/8	1	1	.bvii.#viio7/V	C	bvii		#viio7/V		#vii	o	7		V		o7	False	True	(6, 3, 0, -3)	()	6	6	E
n04op18-4_02	157	108	108	0	0	3/8	1	1	i64	C	bvii		i64		i		64				m	False	True	(1, 0, -3)	()	0	1	F
n04op18-4_02	158	109	109	0	0	3/8	1	1	VI	C	bvii		VI		VI						M	False	True	(-4, 0, -3)	()	-4	-4	Gb
n04op18-4_02	159	110	110	0	0	3/8	1	1	#viio65/V	C	bvii		#viio65/V		#vii	o	65		V		o7	False	True	(3, 0, -3, 6)	()	6	3	G
n04op18-4_02	220	166	166	5/16	5/16	3/8	1	1	V64/ii	C	I		V64/ii		V		64		ii		M	False	False	(4, 3, 7)	()	3	4	E
n04op18-4_02	221	167	167	0	0	3/8	1	1	ii6	C	I		ii6		ii		6				m	False	False	(-1, 3, 2)	()	2	-1	F
n04op18-4_02	222	167	167	5/16	5/16	3/8	1	1	viio/V	C	I		viio/V		vii	o			V		o	False	False	(6, 3, 0)	()	6	6	F#
n04op18-4_02	223	168	168	0	0	3/8	1	1	V	C	I		V		V						M	False	False	(1, 5, 2)	()	1	1	G
n04op18-4_02	224	169	169	0	0	3/8	1	1	V(64)	C	I		V(64)		V			64			M	False	False	(1, 0, 4)	()	1	1	G
n04op18-4_02	225	170	170	0	0	3/8	1	1	V7	C	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	G
n04op18-4_02	226	171	171	0	0	3/8	1	1	V(64)	C	I		V(64)		V			64			M	False	False	(1, 0, 4)	()	1	1	G
n04op18-4_02	227	172	172	0	0	3/8	1	1	V	C	I		V		V						M	False	False	(1, 5, 2)	()	1	1	G
n04op18-4_02	228	172	172	5/16	5/16	3/8	1	1	V7	C	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	G
n04op18-4_02	229	173	173	0	0	3/8	1	1	V(64)	C	I		V(64)		V			64			M	False	False	(1, 0, 4)	()	1	1	G
n04op18-4_02	230	174	174	0	0	3/8	1	1	V7	C	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	G
n04op18-4_02	231	175	175	0	0	3/8	1	1	V(64)	C	I		V(64)		V			64			M	False	False	(1, 0, 4)	()	1	1	G
n04op18-4_02	232	176	176	0	0	3/8	1	1	V	C	I		V		V						M	False	False	(1, 5, 2)	()	1	1	G
n04op18-4_02	233	176	176	1/4	1/4	3/8	1	1	V(64)	C	I		V(64)		V			64			M	False	False	(1, 0, 4)	()	1	1	G
n04op18-4_02	234	177	177	0	0	3/8	1	1	V	C	I		V		V						M	False	False	(1, 5, 2)	()	1	1	G
n04op18-4_02	235	177	177	1/4	1/4	3/8	1	1	V(64)	C	I		V(64)		V			64			M	False	False	(1, 0, 4)	()	1	1	G
n04op18-4_02	236	178	178	0	0	3/8	1	1	V	C	I		V		V						M	False	False	(1, 5, 2)	()	1	1	G
n04op18-4_03	141	96	96	1/2	1/2	3/4	1	1	#viio7(6)/iv	c	iii		#viio7(6)/iv		#vii	o	7	6	iv		o7	True	True	(4, 1, 0, -5)	()	4	4	G
n04op18-4_03	142	96	96	5/8	5/8	3/4	1	1	#viio7/iv	c	iii		#viio7/iv		#vii	o	7		iv		o7	True	True	(4, 1, -2, -5)	()	4	4	G
n04op18-4_03	143	97	97	0	0	3/4	1	1	iv	c	iii		iv		iv						m	True	True	(-1, -4, 0)	()	-1	-1	Ab
n04op18-4_03	144	98	98	0	0	3/4	1	1	iio6	c	iii		iio6		ii	o	6				o	True	True	(-1, -4, 2)	()	2	-1	Ab
n04op18-4_03	145	99	99	0	0	3/4	1	1	#viio7/V	c	iii		#viio7/V		#vii	o	7		V		o7	True	True	(6, 3, 0, -3)	()	6	6	A
n04op18-4_03	146	100	100	0	0	3/4	1	1	V\\	c	iii		V		V					\\	M	True	True	(1, 5, 2)	()	1	1	Bb
n04op18-4_04	6	6	6	0	0	2/2	1	1	i	c	i		i		i						m	True	True	(0, -3, 1)	()	0	0	C
n04op18-4_04	7	7	7	0	0	2/2	1	1	v.iv	c	v		iv		iv						m	True	True	(-1, -4, 0)	()	-1	-1	C
n04op18-4_04	8	7	7	3/4	3/4	2/2	1	1	#viio7/V	c	v		#viio7/V		#vii	o	7		V		o7	True	True	(6, 3, 0, -3)	()	6	6	C#
n04op18-4_04	9	8	8	0	0	2/2	1	1	V(64)	c	v		V(64)		V			64			M	True	True	(1, 0, -3)	()	1	1	D
n04op18-4_04	10	8	8	1/4	1/4	2/2	1	1	.It6	c	v		It6	It	vii	o	6	b3	V		It	True	True	(-4, 0, 6)	()	6	-4	Eb
n04op18-4_04	83	50	50	0	0	2/2	1	1	i	c	i		i		i						m	True	True	(0, -3, 1)	()	0	0	C
n04op18-4_04	84	51	51	0	0	2/2	1	1	v.iv	c	v		iv		iv						m	True	True	(-1, -4, 0)	()	-1	-1	C
n04op18-4_04	85	51	51	3/4	3/4	2/2	1	1	#viio7/V	c	v		#viio7/V		#vii	o	7		V		o7	True	True	(6, 3, 0, -3)	()	6	6	C#
n04op18-4_04	86	52	52	0	0	2/2	1	1	V(64)	c	v		V(64)		V			64			M	True	True	(1, 0, -3)	()	1	1	D
n04op18-4_04	87	52	52	1/4	1/4	2/2	1	1	.It6	c	v		It6	It	vii	o	6	b3	V		It	True	True	(-4, 0, 6)	()	6	-4	Eb
n04op18-4_04	97	58	58	0	0	2/2	1	1	i	c	i		i		i						m	True	True	(0, -3, 1)	()	0	0	C
n04op18-4_04	98	59	59	0	0	2/2	1	1	v.iv	c	v		iv		iv						m	True	True	(-1, -4, 0)	()	-1	-1	C
n04op18-4_04	99	59	59	1/2	1/2	2/2	1	1	#viio7/V	c	v		#viio7/V		#vii	o	7		V		o7	True	True	(6, 3, 0, -3)	()	6	6	C#
n04op18-4_04	100	60	60	0	0	2/2	1	1	i64	c	v		i64		i		64				m	True	True	(1, 0, -3)	()	0	1	D
n04op18-4_04	101	60	60	1/4	1/4	2/2	1	1	VI	c	v		VI		VI						M	True	True	(-4, 0, -3)	()	-4	-4	Eb
n04op18-4_04	183	99	99	0	0	2/2	1	1	i	c	i		i		i						m	True	True	(0, -3, 1)	()	0	0	C
n04op18-4_04	184	100	100	0	0	2/2	1	1	v.iv	c	v		iv		iv						m	True	True	(-1, -4, 0)	()	-1	-1	C
n04op18-4_04	185	100	100	3/4	3/4	2/2	1	1	#viio7/V	c	v		#viio7/V		#vii	o	7		V		o7	True	True	(6, 3, 0, -3)	()	6	6	C#
n04op18-4_04	186	101	101	0	0	2/2	1	1	V(64)	c	v		V(64)		V			64			M	True	True	(1, 0, -3)	()	1	1	D
n04op18-4_04	187	101	101	1/4	1/4	2/2	1	1	.Ger6	c	v		Ger6	Ger	vii	o	65	b3	V		Ger	True	True	(-4, 0, -3, 6)	()	6	-4	Eb
n04op18-4_04	307	176	176	0	0	2/2	1	1	i	c	i		i		i						m	True	True	(0, -3, 1)	()	0	0	C
n04op18-4_04	308	177	177	0	0	2/2	1	1	v.iv	c	v		iv		iv						m	True	True	(-1, -4, 0)	()	-1	-1	C
n04op18-4_04	309	177	177	1/2	1/2	2/2	1	1	#viio7/V	c	v		#viio7/V		#vii	o	7		V		o7	True	True	(6, 3, 0, -3)	()	6	6	C#
n04op18-4_04	310	178	178	0	0	2/2	1	1	V(64)	c	v		V(64)		V			64			M	True	True	(1, 0, -3)	()	1	1	D
n04op18-4_04	311	178	178	1/4	1/4	2/2	1	1	.Ger6	c	v		Ger6	Ger	vii	o	65	b3	V		Ger	True	True	(-4, 0, -3, 6)	()	6	-4	Eb
n05op18-5_01	46	29	29	1/4	1/4	6/8	1	1	V43	A	v		V43		V		43				Mm7	False	True	(2, -1, 1, 5)	()	1	2	F#
n05op18-5_01	47	29	29	3/8	3/8	6/8	1	1	i6	A	v		i6		i		6				m	False	True	(-3, 1, 0)	()	0	-3	G
n05op18-5_01	48	29	29	5/8	5/8	6/8	1	1	V6/iv	A	v		V6/iv		V		6		iv		M	False	True	(4, 1, 0)	()	0	4	G#
n05op18-5_01	49	30	30	0	0	6/8	1	1	iv	A	v		iv		iv						m	False	True	(-1, -4, 0)	()	-1	-1	A
n05op18-5_01	268	152	152	0	0	6/8	1	1	IV6	A	I		IV6		IV		6				M	False	False	(3, 0, -1)	()	-1	3	F#
n05op18-5_01	269	152	152	3/8	3/8	6/8	1	1	.bVII	A	I		bVII		bVII						M	False	False	(-2, 2, -1)	()	-2	-2	G
n05op18-5_01	270	153	153	0	0	6/8	1	1	viio	A	I		viio		vii	o					o	False	False	(5, 2, -1)	()	5	5	G#
n05op18-5_01	271	153	153	3/8	3/8	6/8	1	1	IV64	A	I		IV64		IV		64				M	False	False	(0, -1, 3)	()	-1	0	A
n05op18-5_01	272	154	154	0	0	6/8	1	1	.bII	A	I		bII		bII						M	False	False	(-5, -1, -4)	()	-5	-5	Bb
n05op18-5_01	273	154	154	3/8	3/8	6/8	1	1	V6/bIII	A	I		V6/bIII		V		6		bIII		M	False	False	(2, -1, -2)	()	-2	2	B
n05op18-5_01	274	155	155	0	0	6/8	1	1	V65/bIII	A	I		V65/bIII		V		65		bIII		Mm7	False	False	(2, -1, -4, -2)	()	-2	2	B
n05op18-5_01	275	155	155	3/8	3/8	6/8	1	1	.bIII	A	I		bIII		bIII						M	False	False	(-3, 1, -2)	()	-3	-3	C
n05op18-5_01	279	157	157	3/8	3/8	6/8	1	1	iv	A	I		iv		iv						m	False	False	(-1, -4, 0)	()	-1	-1	D
n05op18-5_01	280	158	158	0	0	6/8	1	1	#viio7/V	A	I		#viio7/V		#vii	o	7		V		o7	False	False	(6, 3, 0, -3)	()	6	6	D#
n05op18-5_01	281	158	158	3/8	3/8	6/8	1	1	i64	A	I		i64		i		64				m	False	False	(1, 0, -3)	()	0	1	E
n05op18-5_01	282	159	159	0	0	6/8	1	1	.bVI	A	I		bVI		bVI						M	False	False	(-4, 0, -3)	()	-4	-4	F
n05op18-5_01	310	170	170	1/4	1/4	6/8	1	1	V43	A	i		V43		V		43				Mm7	False	True	(2, -1, 1, 5)	()	1	2	B
n05op18-5_01	311	170	170	3/8	3/8	6/8	1	1	i6	A	i		i6		i		6				m	False	True	(-3, 1, 0)	()	0	-3	C
n05op18-5_01	312	170	170	5/8	5/8	6/8	1	1	V65/iv	A	i		V65/iv		V		65		iv		Mm7	False	True	(4, 1, -2, 0)	()	0	4	C#
n05op18-5_01	313	171	171	0	0	6/8	1	1	iv	A	i		iv		iv						m	False	True	(-1, -4, 0)	()	-1	-1	D
n05op18-5_03	142	88	88	1/8	1/8	2/4	1	1	V7/iii	D	I		V7/iii		V		7		iii		Mm7	False	False	(5, 9, 6, 3)	()	5	5	C#
n05op18-5_03	143	88	88	1/4	1/4	2/4	1	1	I	D	I		I		I						M	False	False	(0, 4, 1)	()	0	0	D
n05op18-5_03	144	88	88	3/8	3/8	2/4	1	1	#viio7/ii	D	I		#viio7/ii		#vii	o	7		ii		o7	False	False	(7, 4, 1, -2)	()	7	7	D#
n05op18-5_03	145	89	89	0	0	2/4	1	1	ii(74)	D	I		ii(74)		ii			74			m	False	False	(2, 1, 3)	(0,)	2	2	E
n05op18-5_03	146	89	89	1/4	1/4	2/4	1	1	ii	D	I		ii		ii						m	False	False	(2, -1, 3)	()	2	2	E
n05op18-5_03	155	95	95	3/32	3/32	2/4	1	1	V65	D	I		V65		V		65				Mm7	False	False	(5, 2, -1, 1)	()	1	5	C#
n05op18-5_03	156	95	95	1/4	1/4	2/4	1	1	I	D	I		I		I						M	False	False	(0, 4, 1)	()	0	0	D
n05op18-5_03	157	97	97	0	0	2/4	1	1	V.#viio7/V	D	V		#viio7/V		#vii	o	7		V		o7	False	False	(6, 3, 0, -3)	()	6	6	D#
n05op18-5_03	158	98	98	0	0	2/4	1	1	V7	D	V		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	E
n05op18-5_04	413	216	216	1/2	1/2	2/2	1	1	I6	A	I		I6		I		6				M	False	False	(4, 1, 0)	()	0	4	C#
n05op18-5_04	414	217	217	0	0	2/2	1	1	ii6(2)	A	I		ii6(2)		ii		6	2			m	False	False	(-1, 3, 4)	()	2	-1	D
n05op18-5_04	415	217	217	1/4	1/4	2/2	1	1	ii6	A	I		ii6		ii		6				m	False	False	(-1, 3, 2)	()	2	-1	D
n05op18-5_04	416	217	217	1/2	1/2	2/2	1	1	V6/V	A	I		V6/V		V		6		V		M	False	False	(6, 3, 2)	()	2	6	D#
n05op18-5_04	417	217	217	3/4	3/4	2/2	1	1	V65/V	A	I		V65/V		V		65		V		Mm7	False	False	(6, 3, 0, 2)	()	2	6	D#
n05op18-5_04	418	218	218	0	0	2/2	1	1	V(4)	A	I		V(4)		V			4			M	False	False	(1, 0, 2)	()	1	1	E
n05op18-5_04	419	218	218	1/4	1/4	2/2	1	1	V\\	A	I		V		V					\\	M	False	False	(1, 5, 2)	()	1	1	E
n06op18-6_02	21	9	9	7/16	7/16	2/4	1	1	#viio6/ii	Eb	I	V	#viio6/ii		#vii	o	6		ii		o	False	False	(4, 1, 7)	()	7	4	G
n06op18-6_02	22	10	10	0	0	2/4	1	1	V2	Eb	I	V	V2		V		2				Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	Ab
n06op18-6_02	23	10	10	3/16	3/16	2/4	1	1	viio/V	Eb	I	V	viio/V		vii	o			V		o	False	False	(6, 3, 0)	()	6	6	A
n06op18-6_02	24	10	10	1/4	1/4	2/4	1	1	V]	Eb	I	V	V		V						M	False	False	(1, 5, 2)	()	1	1	Bb
n06op18-6_02	25	11	11	0	0	2/4	1	1	V7	Eb	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	Bb
n06op18-6_04	303	190	190	0	0	3/8	1	1	V65/IV	Bb	I		V65/IV		V		65		IV		Mm7	False	False	(4, 1, -2, 0)	()	0	4	D
n06op18-6_04	304	192	192	0	0	3/8	1	1	IV	Bb	I		IV		IV						M	False	False	(-1, 3, 0)	()	-1	-1	Eb
n06op18-6_04	305	193	193	0	0	3/8	1	1	#viio2/vi	Bb	I		#viio2/vi		#vii	o	2		vi		o7	False	False	(-1, 8, 5, 2)	()	8	-1	Eb
n06op18-6_04	306	194	194	0	0	3/8	1	1	#viio7/V	Bb	I		#viio7/V		#vii	o	7		V		o7	False	False	(6, 3, 0, -3)	()	6	6	E
n06op18-6_04	307	196	196	0	0	2/4	1	1	V(64)	Bb	I		V(64)		V			64			M	False	False	(1, 0, 4)	()	1	1	F
n06op18-6_04	308	197	197	0	0	2/4	1	1	I64	Bb	I		I64		I		64				M	False	False	(1, 0, 4)	()	0	1	F
n06op18-6_04	378	242	242	0	0	3/8	1	1	I6	Bb	I		I6		I		6				M	False	False	(4, 1, 0)	()	0	4	D
n06op18-6_04	379	243	243	0	0	3/8	1	1	ii6	Bb	I		ii6		ii		6				m	False	False	(-1, 3, 2)	()	2	-1	Eb
n06op18-6_04	380	243	243	1/4	1/4	3/8	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	False	False	(6, 3, 0, 2)	()	2	6	E
n06op18-6_04	381	244	244	0	0	3/8	1	1	V	Bb	I		V		V						M	False	False	(1, 5, 2)	()	1	1	F
n06op18-6_04	382	244	244	1/4	1/4	3/8	1	1	#viio7/vi	Bb	I		#viio7/vi		#vii	o	7		vi		o7	False	False	(8, 5, 2, -1)	()	8	8	F#
n06op18-6_04	383	245	245	0	0	3/8	1	1	vi	Bb	I		vi		vi						m	False	False	(3, 0, 4)	()	3	3	G
n06op18-6_04	384	245	245	1/4	1/4	3/8	1	1	V65/IV	Bb	I		V65/IV		V		65		IV		Mm7	False	False	(4, 1, -2, 0)	()	0	4	D
n06op18-6_04	385	246	246	0	0	3/8	1	1	IV	Bb	I		IV		IV						M	False	False	(-1, 3, 0)	()	-1	-1	Eb
n06op18-6_04	386	246	246	1/16	1/16	3/8	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	False	False	(6, 3, 0, 2)	()	2	6	E
n06op18-6_04	387	246	246	1/8	1/8	3/8	1	1	V(64)	Bb	I		V(64)		V			64			M	False	False	(1, 0, 4)	()	1	1	F
n06op18-6_04	388	246	246	1/4	1/4	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	F
n06op18-6_04	399	253	253	0	0	3/8	1	1	IV	Bb	I		IV		IV						M	False	False	(-1, 3, 0)	()	-1	-1	Eb
n06op18-6_04	400	254	254	1/8	1/8	3/8	1	1	ii6	Bb	I		ii6		ii		6				m	False	False	(-1, 3, 2)	()	2	-1	Eb
n06op18-6_04	401	254	254	1/4	1/4	3/8	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	False	False	(6, 3, 0, 2)	()	2	6	E
n06op18-6_04	402	255	255	0	0	3/8	1	1	V	Bb	I		V		V						M	False	False	(1, 5, 2)	()	1	1	F
n06op18-6_04	403	255	255	1/4	1/4	3/8	1	1	#viio7/vi	Bb	I		#viio7/vi		#vii	o	7		vi		o7	False	False	(8, 5, 2, -1)	()	8	8	F#
n06op18-6_04	404	256	256	0	0	3/8	1	1	vi	Bb	I		vi		vi						m	False	False	(3, 0, 4)	()	3	3	G
n06op18-6_04	405	256	256	1/8	1/8	3/8	1	1	V2/IV	Bb	I		V2/IV		V		2		IV		Mm7	False	False	(-2, 0, 4, 1)	()	0	-2	Ab
n06op18-6_04	406	256	256	1/4	1/4	3/8	1	1	V65/IV	Bb	I		V65/IV		V		65		IV		Mm7	False	False	(4, 1, -2, 0)	()	0	4	D
n06op18-6_04	407	257	257	0	0	3/8	1	1	IV	Bb	I		IV		IV						M	False	False	(-1, 3, 0)	()	-1	-1	Eb
n06op18-6_04	408	258	258	0	0	3/8	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	False	False	(6, 3, 0, 2)	()	2	6	E
n06op18-6_04	409	259	259	0	0	3/8	1	1	V(64)	Bb	I		V(64)		V			64			M	False	False	(1, 0, 4)	()	1	1	F
n06op18-6_04	410	260	260	0	0	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	F
n06op18-6_04	434	283	283	0	0	3/8	1	1	I6	Bb	I		I6		I		6				M	False	False	(4, 1, 0)	()	0	4	D
n06op18-6_04	435	283	283	1/8	1/8	3/8	1	1	ii6	Bb	I		ii6		ii		6				m	False	False	(-1, 3, 2)	()	2	-1	Eb
n06op18-6_04	436	283	283	1/4	1/4	3/8	1	1	V6/V	Bb	I		V6/V		V		6		V		M	False	False	(6, 3, 2)	()	2	6	E
n06op18-6_04	437	284	284	0	0	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	F
n06op18-6_04	443	287	287	0	0	3/8	1	1	I6	Bb	I		I6		I		6				M	False	False	(4, 1, 0)	()	0	4	D
n06op18-6_04	444	287	287	1/8	1/8	3/8	1	1	ii6	Bb	I		ii6		ii		6				m	False	False	(-1, 3, 2)	()	2	-1	Eb
n06op18-6_04	445	287	287	1/4	1/4	3/8	1	1	V6/V	Bb	I		V6/V		V		6		V		M	False	False	(6, 3, 2)	()	2	6	E
n06op18-6_04	446	288	288	0	0	3/8	1	1	V	Bb	I		V		V						M	False	False	(1, 5, 2)	()	1	1	F
n06op18-6_04	454	291	291	0	0	3/8	1	1	I6	Bb	I		I6		I		6				M	False	False	(4, 1, 0)	()	0	4	D
n06op18-6_04	455	291	291	1/8	1/8	3/8	1	1	ii6	Bb	I		ii6		ii		6				m	False	False	(-1, 3, 2)	()	2	-1	Eb
n06op18-6_04	456	291	291	1/4	1/4	3/8	1	1	V6/V	Bb	I		V6/V		V		6		V		M	False	False	(6, 3, 2)	()	2	6	E
n06op18-6_04	457	292	292	0	0	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	F
n07op59-1_02	317	236	236	1/16	1/16	3/8	1	1	I6	Bb	I		I6		I		6				M	False	False	(4, 1, 0)	()	0	4	D
n07op59-1_02	318	236	236	1/8	1/8	3/8	1	1	ii6	Bb	I		ii6		ii		6				m	False	False	(-1, 3, 2)	()	2	-1	Eb
n07op59-1_02	319	236	236	3/16	3/16	3/8	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	False	False	(6, 3, 0, 2)	()	2	6	E
n07op59-1_02	320	236	236	1/4	1/4	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	F
n07op59-1_02	321	237	237	0	0	3/8	1	1	#viio7/vi	Bb	I		#viio7/vi		#vii	o	7		vi		o7	False	False	(8, 5, 2, -1)	()	8	8	F#
n07op59-1_02	458	346	346	0	0	3/8	1	1	I6	Bb	I		I6		I		6				M	False	False	(4, 1, 0)	()	0	4	D
n07op59-1_02	459	347	347	0	0	3/8	1	1	ii65	Bb	I		ii65		ii		65				mm7	False	False	(-1, 3, 0, 2)	()	2	-1	Eb
n07op59-1_02	460	347	347	1/4	1/4	3/8	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	False	False	(6, 3, 0, 2)	()	2	6	E
n07op59-1_02	461	348	348	0	0	3/8	1	1	V	Bb	I		V		V						M	False	False	(1, 5, 2)	()	1	1	F
n07op59-1_02	543	412	412	1/8	1/8	3/8	1	1	V65/ii	Bb	I		V65/ii		V		65		ii		Mm7	False	False	(7, 4, 1, 3)	()	3	7	B
n07op59-1_02	544	412	412	1/4	1/4	3/8	1	1	ii	Bb	I		ii		ii						m	False	False	(2, -1, 3)	()	2	2	C
n07op59-1_02	545	413	413	0	0	3/8	1	1	V65/iii	Bb	I		V65/iii		V		65		iii		Mm7	False	False	(9, 6, 3, 5)	()	5	9	C#
n07op59-1_02	546	413	413	1/8	1/8	3/8	1	1	iii	Bb	I		iii		iii						m	False	False	(4, 1, 5)	()	4	4	D
n07op59-1_02	547	413	413	1/4	1/4	3/8	1	1	V65/IV	Bb	I		V65/IV		V		65		IV		Mm7	False	False	(4, 1, -2, 0)	()	0	4	D
n07op59-1_02	548	414	414	0	0	3/8	1	1	IV	Bb	I		IV		IV						M	False	False	(-1, 3, 0)	()	-1	-1	Eb
n07op59-1_02	549	414	414	1/8	1/8	3/8	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	False	False	(6, 3, 0, 2)	()	2	6	E
n07op59-1_02	550	414	414	1/4	1/4	3/8	1	1	V	Bb	I		V		V						M	False	False	(1, 5, 2)	()	1	1	F
n07op59-1_02	551	415	415	0	0	3/8	1	1	V65/vi	Bb	I		V65/vi		V		65		vi		Mm7	False	False	(8, 5, 2, 4)	()	4	8	F#
