fname		mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	bass_name
n08op59-2_02	295	138	138	0	0	4/4	1	1	V(64)	E	I		V(64)		V			64			M	False	False	(1, 0, 4)	()	1	1	B
n08op59-2_02	296	138	138	1/2	1/2	4/4	1	1	viio2	E	I		viio2		vii	o	2				o7	False	False	(-4, 5, 2, -1)	()	5	-4	C
n08op59-2_02	297	139	139	1/2	1/2	4/4	1	1	vi	E	I		vi		vi						m	False	False	(3, 0, 4)	()	3	3	C#
n08op59-2_02	298	140	140	0	0	4/4	1	1	IV6	E	I		IV6		IV		6				M	False	False	(3, 0, -1)	()	-1	3	C#
n08op59-2_04	275	190	190	0	0	2/2	1	1	VI.I	e	VI		I		I						M	True	False	(0, 4, 1)	()	0	0	C
n08op59-2_04	276	191	191	0	0	2/2	1	1	V6/ii	e	VI		V6/ii		V		6		ii		M	True	False	(7, 4, 3)	()	3	7	C#
n08op59-2_04	277	192	192	0	0	2/2	1	1	ii	e	VI		ii		ii						m	True	False	(2, -1, 3)	()	2	2	D
n08op59-2_04	278	193	193	0	0	2/2	1	1	V6/iii	e	VI		V6/iii		V		6		iii		M	True	False	(9, 6, 5)	()	5	9	D#
n08op59-2_04	279	194	194	0	0	2/2	1	1	iii	e	VI		iii		iii						m	True	False	(4, 1, 5)	()	4	4	E
n09op59-3_03	67	29	29	0	0	3/4	1	1	ii65	C	I		ii65		ii		65				mm7	False	False	(-1, 3, 0, 2)	()	2	-1	F
n09op59-3_03	68	29	29	1/4	1/4	3/4	1	1	V65/V	C	I		V65/V		V		65		V		Mm7	False	False	(6, 3, 0, 2)	()	2	6	F#
n09op59-3_03	69	29	29	1/2	1/2	3/4	1	1	V7	C	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	G
n09op59-3_03	70	30	30	0	0	3/4	1	1	V65/vi	C	I		V65/vi		V		65		vi		Mm7	False	False	(8, 5, 2, 4)	()	4	8	G#
n09op59-3_03	71	30	30	1/4	1/4	3/4	1	1	vi	C	I		vi		vi						m	False	False	(3, 0, 4)	()	3	3	A
n09op59-3_03	72	30	30	5/8	5/8	3/4	1	1	IV6	C	I		IV6		IV		6				M	False	False	(3, 0, -1)	()	-1	3	A
n11op95_01	107	66	66	0	0	4/4	1	1	#viio	f	i		#viio		#vii	o					o	True	True	(5, 2, -1)	()	5	5	E
n11op95_01	108	67	67	0	0	4/4	1	1	i	f	i		i		i						m	True	True	(0, -3, 1)	()	0	0	F
n11op95_01	109	67	67	1/2	1/2	4/4	1	1	.Ger6/iv	f	i		Ger6/iv	Ger	vii	o	65	b3	V/iv		Ger	True	True	(-5, -1, -4, 5)	()	5	-5	Gb
n11op95_01	110	68	68	0	0	4/4	1	1	iio	f	i		iio		ii	o					o	True	True	(2, -1, -4)	()	2	2	G
n11op95_01	111	69	69	0	0	4/4	1	1	III	f	i		III		III						M	True	True	(-3, 1, -2)	()	-3	-3	Ab
n11op95_04	74	31	30	0	0	6/8	1	1	VI7(7)	f	i		VI7(7)		VI		7	7			Mm7	True	True	(-4, 0, -3, -6)	()	-4	-4	Db
n11op95_04	75	31	30	1/4	1/4	6/8	1	1	#viio6/v	f	i		#viio6/v		#vii	o	6		v		o	True	True	(3, 0, 6)	()	6	3	D
n11op95_04	76	31	30	3/8	3/8	6/8	1	1	v6	f	i		v6		v		6				m	True	True	(-2, 2, 1)	()	1	-2	Eb
n11op95_04	77	31	30	5/8	5/8	6/8	1	1	V6(+#1)	f	i		V6(+#1)		V		6	+#1			M	True	True	(5, 2, 1)	()	1	5	E
n11op95_04	78	32	31	0	0	6/8	1	1	i(7)	f	i		i(7)		i			7			m	True	True	(0, -3, 1)	(-2,)	0	0	F
n11op95_04	79	32	31	1/8	1/8	6/8	1	1	i(#6)	f	i		i(#6)		i			#6			m	True	True	(0, -3, 1)	(3,)	0	0	F
n12op127_01	61	28	28	1/2	1/2	3/4	1	1	III7	Eb	I		III7		III		7				Mm7	False	False	(4, 8, 5, 2)	()	4	4	G
n12op127_01	62	28	28	5/8	5/8	3/4	1	1	ii6	Eb	I		ii6		ii		6				m	False	False	(-1, 3, 2)	()	2	-1	Ab
n12op127_01	63	29	29	0	0	3/4	1	1	V65/V	Eb	I		V65/V		V		65		V		Mm7	False	False	(6, 3, 0, 2)	()	2	6	A
n12op127_01	64	29	29	1/8	1/8	3/4	1	1	V(64)	Eb	I		V(64)		V			64			M	False	False	(1, 0, 4)	()	1	1	Bb
n12op127_01	65	29	29	1/2	1/2	3/4	1	1	V7	Eb	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	Bb
n12op127_01	66	30	30	0	0	3/4	1	1	#viio7/vi	Eb	I		#viio7/vi		#vii	o	7		vi		o7	False	False	(8, 5, 2, -1)	()	8	8	B
n12op127_01	67	30	30	1/8	1/8	3/4	1	1	vi	Eb	I		vi		vi						m	False	False	(3, 0, 4)	()	3	3	C
n13op130_01	530	171	170	1/2	1/2	4/4	1	1	I6	Bb	bVII		I6		I		6				M	False	False	(4, 1, 0)	()	0	4	C
n13op130_01	531	172	171	0	0	4/4	1	1	ii65	Bb	bVII		ii65		ii		65				mm7	False	False	(-1, 3, 0, 2)	()	2	-1	Db
n13op130_01	532	172	171	1/2	1/2	4/4	1	1	V65/V	Bb	bVII		V65/V		V		65		V		Mm7	False	False	(6, 3, 0, 2)	()	2	6	D
n13op130_01	533	173	172	0	0	4/4	1	1	V	Bb	bVII		V		V						M	False	False	(1, 5, 2)	()	1	1	Eb
n13op130_01	534	173	172	1/4	1/4	4/4	1	1	#viio7/vi	Bb	bVII		#viio7/vi		#vii	o	7		vi		o7	False	False	(8, 5, 2, -1)	()	8	8	E
n13op130_01	535	173	172	1/2	1/2	4/4	1	1	vi	Bb	bVII		vi		vi						m	False	False	(3, 0, 4)	()	3	3	F
n13op130_01	536	174	173	0	0	4/4	1	1	vi	Bb	bVII		vi		vi						m	False	False	(3, 0, 4)	()	3	3	F
n15op132_05	644	363	363	1/4	1/4	3/4	1	1	I6	a	I		I6		I		6				M	True	False	(4, 1, 0)	()	0	4	C#
n15op132_05	645	363	363	1/2	1/2	3/4	1	1	IV	a	I		IV		IV						M	True	False	(-1, 3, 0)	()	-1	-1	D
n15op132_05	646	364	364	0	0	3/4	1	1	I64(#4)	a	I		I64(#4)		I		64	#4			M	True	False	(6, 0, 4)	()	0	6	D#
n15op132_05	647	364	364	1/4	1/4	3/4	1	1	I64	a	I		I64		I		64				M	True	False	(1, 0, 4)	()	0	1	E
n15op132_05	648	364	364	1/2	1/2	3/4	1	1	#viio7/vi	a	I		#viio7/vi		#vii	o	7		vi		o7	True	False	(8, 5, 2, -1)	()	8	8	E#
n15op132_05	649	365	365	1/4	1/4	3/4	1	1	vi	a	I		vi		vi						m	True	False	(3, 0, 4)	()	3	3	F#
n15op132_05	650	365	365	1/2	1/2	3/4	1	1	IV6	a	I		IV6		IV		6				M	True	False	(3, 0, -1)	()	-1	3	F#
n15op132_05	702	395	395	0	0	3/4	1	1	i6	a	I		i6		i		6				m	True	False	(-3, 1, 0)	()	0	-3	C
n15op132_05	703	396	396	0	0	3/4	1	1	vio64	a	I		vio64		vi	o	64				o	True	False	(-3, 3, 0)	()	3	-3	C
n15op132_05	704	396	396	1/2	1/2	3/4	1	1	vi64	a	I		vi64		vi		64				m	True	False	(4, 3, 0)	()	3	4	C#
n15op132_05	705	397	397	0	0	3/4	1	1	IV	a	I		IV		IV						M	True	False	(-1, 3, 0)	()	-1	-1	D
n15op132_05	706	397	397	1/4	1/4	3/4	1	1	#iv	a	I		#iv		#iv						m	True	False	(6, 3, 7)	()	6	6	D#
n15op132_05	707	398	398	0	0	3/4	1	1	V	a	I		V		V						M	True	False	(1, 5, 2)	()	1	1	E
